Dataset,Method,Algorithm,Training Size,Layer,AUC,MAP,BRP_90
rte,White Box,DIM,100,29,0.665972,0.6831497152912284,0.064
rte,White Box,DIM,100,31,0.673548,0.6854992745098033,0.068
rte,White Box,LAT,100,1,0.50032,0.502968193673097,0.002
rte,White Box,LAT,100,3,0.4999079999999999,0.5016491019984615,0.0
rte,White Box,LAT,100,5,0.502664,0.5029506669701486,0.002
rte,White Box,LAT,100,7,0.5028360000000001,0.5042758134834762,0.002
rte,White Box,LAT,100,9,0.50162,0.4983330805479842,0.0
rte,White Box,LAT,100,11,0.5049,0.5004857793543931,0.002
rte,White Box,LAT,100,13,0.509588,0.5007349260626476,0.0
rte,White Box,LAT,100,15,0.48878400000000005,0.4954322684364263,0.0
rte,White Box,LAT,100,17,0.47517600000000004,0.48885948066480645,0.0
rte,White Box,LAT,100,19,0.5164120000000001,0.6015229635351916,0.11
rte,White Box,LAT,100,21,0.527864,0.6255269168963271,0.066
rte,White Box,LAT,100,23,0.501036,0.5545610006247025,0.016
rte,White Box,LAT,100,25,0.503492,0.562008293050483,0.0
rte,White Box,LAT,100,27,0.471552,0.4756533383006053,0.002
rte,White Box,LAT,100,29,0.43578399999999995,0.4481629275365637,0.0
rte,White Box,LAT,100,31,0.469784,0.4791095389875141,0.002
rte,White Box,CCS,100,1,0.501932,0.5042727243783278,0.0
rte,White Box,CCS,100,3,0.49556,0.4940314810654354,0.0
rte,White Box,CCS,100,5,0.50442,0.524624323527821,0.006
rte,White Box,CCS,100,7,0.505676,0.5233187730763318,0.006
rte,White Box,CCS,100,9,0.501536,0.5189491937045297,0.004
rte,White Box,CCS,100,11,0.513752,0.5144290578292278,0.002
rte,White Box,CCS,100,13,0.509208,0.5151619962154843,0.006
rte,White Box,CCS,100,15,0.478804,0.47756706966831275,0.0
rte,White Box,CCS,100,17,0.508208,0.5471211993305201,0.024
rte,White Box,CCS,100,19,0.517528,0.5760514688856927,0.006
rte,White Box,CCS,100,21,0.5393479999999999,0.6130172779737204,0.062
rte,White Box,CCS,100,23,0.54182,0.6114861240134284,0.042
rte,White Box,CCS,100,25,0.537708,0.5988117192055151,0.02
rte,White Box,CCS,100,27,0.541716,0.6022619376981072,0.006
rte,White Box,CCS,100,29,0.543876,0.6093909889481403,0.006
rte,White Box,CCS,100,31,0.539506,0.6080425857269696,0.058
rte,White Box,LDA,100,1,0.5065040000000001,0.5094608666640514,0.0
rte,White Box,LDA,100,3,0.526144,0.523700610361054,0.006
rte,White Box,LDA,100,5,0.5353680000000001,0.5318801257480795,0.0
rte,White Box,LDA,100,7,0.544252,0.5392210723571419,0.006
rte,White Box,LDA,100,9,0.531868,0.5481309897800868,0.024
rte,White Box,LDA,100,11,0.55698,0.5725232126289823,0.036
rte,White Box,LDA,100,13,0.67468,0.6697929240052418,0.038
rte,White Box,LDA,100,15,0.774244,0.7693721543283344,0.098
rte,White Box,LDA,100,17,0.784484,0.7689387299269036,0.126
rte,White Box,LDA,100,19,0.7721879999999999,0.752936393088584,0.072
rte,White Box,LDA,100,21,0.764228,0.7433424382619289,0.026
rte,White Box,LDA,100,23,0.763972,0.7394209300272583,0.062
rte,White Box,LDA,100,25,0.75872,0.7326000231969585,0.028
rte,White Box,LDA,100,27,0.76292,0.7356035126853344,0.024
rte,White Box,LDA,100,29,0.765,0.7370088098687823,0.02
rte,White Box,LDA,100,31,0.759568,0.7319712767587581,0.02
rte,White Box,PCA,100,1,0.500424,0.5032619864605655,0.002
rte,White Box,PCA,100,3,0.499656,0.501535198635772,0.002
rte,White Box,PCA,100,5,0.502084,0.5190355313434019,0.006
rte,White Box,PCA,100,7,0.504356,0.504469495071519,0.0
rte,White Box,PCA,100,9,0.502488,0.5045234470529065,0.002
rte,White Box,PCA,100,11,0.507208,0.5008746764783185,0.008
rte,White Box,PCA,100,13,0.511792,0.5084652769628708,0.0
rte,White Box,PCA,100,15,0.47934000000000004,0.480421076835789,0.0
rte,White Box,PCA,100,17,0.5016959999999999,0.5497406566757965,0.004
rte,White Box,PCA,100,19,0.5072639999999999,0.5762076918585879,0.038
rte,White Box,PCA,100,21,0.50894,0.5706130843434196,0.022
rte,White Box,PCA,100,23,0.5233639999999999,0.6031921843647993,0.058
rte,White Box,PCA,100,25,0.49005600000000005,0.5281975935807857,0.008
rte,White Box,PCA,100,27,0.491384,0.5374773596125126,0.008
rte,White Box,PCA,100,29,0.47666800000000004,0.5033303912965498,0.004
rte,White Box,PCA,100,31,0.47439600000000004,0.49423944822722665,0.004
rte,White Box,PCA-G,100,1,0.502516,0.5028117419954631,0.0
rte,White Box,PCA-G,100,3,0.49485599999999996,0.4890937307331896,0.0
rte,White Box,PCA-G,100,5,0.503592,0.5247018361034685,0.004
rte,White Box,PCA-G,100,7,0.503268,0.5201961377970494,0.004
rte,White Box,PCA-G,100,9,0.50034,0.5239182334093585,0.006
rte,White Box,PCA-G,100,11,0.513652,0.5103605046400443,0.0
rte,White Box,PCA-G,100,13,0.512,0.5112855986844638,0.0
rte,White Box,PCA-G,100,15,0.47942,0.4800102053645402,0.0
rte,White Box,PCA-G,100,17,0.5041599999999999,0.5532503505473028,0.004
rte,White Box,PCA-G,100,19,0.514172,0.5879548653115652,0.038
rte,White Box,PCA-G,100,21,0.5234040000000001,0.597770663942465,0.06
rte,White Box,PCA-G,100,23,0.530632,0.6121539947753558,0.036
rte,White Box,PCA-G,100,25,0.5122159999999999,0.5742133238984473,0.006
rte,White Box,PCA-G,100,27,0.5081199999999999,0.5711274755943805,0.006
rte,White Box,PCA-G,100,29,0.5023,0.5548757074296536,0.01
rte,White Box,PCA-G,100,31,0.501128,0.5509117703680328,0.018
rte,White Box,LR-G,100,1,0.5083759999999999,0.5044069278049619,0.0
rte,White Box,LR-G,100,3,0.4876400000000001,0.4937526563861071,0.006
rte,White Box,LR-G,100,5,0.529432,0.5364743172843955,0.0
rte,White Box,LR-G,100,7,0.5412319999999999,0.5520088894392936,0.024
rte,White Box,LR-G,100,9,0.54052,0.5560547280107379,0.018
rte,White Box,LR-G,100,11,0.61124,0.6118482359697637,0.036
rte,White Box,LR-G,100,13,0.7838280000000001,0.7746988581521486,0.116
rte,White Box,LR-G,100,15,0.843756,0.8412866242354827,0.404
rte,White Box,LR-G,100,17,0.8575519999999999,0.8577023237790661,0.514
rte,White Box,LR-G,100,19,0.8329679999999998,0.8219274496311664,0.362
rte,White Box,LR-G,100,21,0.827924,0.8129656018261122,0.288
rte,White Box,LR-G,100,23,0.828652,0.816191787395876,0.274
rte,White Box,LR-G,100,25,0.832256,0.8149900167819956,0.306
rte,White Box,LR-G,100,27,0.8356999999999998,0.8170435005576351,0.274
rte,White Box,LR-G,100,29,0.8359079999999999,0.8215223721780991,0.308
rte,White Box,LR-G,100,31,0.838168,0.825894366656735,0.306
rte,Black Box,BB,200,N/A,0.594148,0.579655979119712,0.002
rte,White Box,LR,200,1,0.506812,0.5011600604928772,0.002
rte,White Box,LR,200,3,0.495032,0.4900862433049876,0.002
rte,White Box,LR,200,5,0.504692,0.4935230156738023,0.008
rte,White Box,LR,200,7,0.520516,0.5136506550231912,0.0
rte,White Box,LR,200,9,0.5246,0.5464020404524028,0.022
rte,White Box,LR,200,11,0.585384,0.5809749545515233,0.016
rte,White Box,LR,200,13,0.739812,0.7355783394004226,0.08
rte,White Box,LR,200,15,0.7987559999999999,0.7928180055976554,0.238
rte,White Box,LR,200,17,0.8203880000000001,0.8207423555403663,0.356
rte,White Box,LR,200,19,0.8065720000000001,0.8060531925987304,0.308
rte,White Box,LR,200,21,0.799348,0.8070348944209126,0.21
rte,White Box,LR,200,23,0.791204,0.8014575430926881,0.222
rte,White Box,LR,200,25,0.782268,0.7931760811797925,0.212
rte,White Box,LR,200,27,0.7797120000000001,0.7895953936736714,0.22
rte,White Box,LR,200,29,0.7814000000000001,0.7906779524945463,0.198
rte,White Box,LR,200,31,0.782044,0.7858432804564407,0.152
rte,White Box,DIM,200,1,0.50408,0.5015805086452463,0.002
rte,White Box,DIM,200,3,0.49509200000000003,0.4903368807598979,0.002
rte,White Box,DIM,200,5,0.504016,0.5197652180662944,0.006
rte,White Box,DIM,200,7,0.507516,0.523206678820384,0.006
rte,White Box,DIM,200,9,0.504696,0.5289212860265837,0.002
rte,White Box,DIM,200,11,0.5200239999999999,0.5187972434891068,0.0
rte,White Box,DIM,200,13,0.552276,0.5682159139439302,0.004
rte,White Box,DIM,200,15,0.605092,0.6451879351614647,0.03
rte,White Box,DIM,200,17,0.5989199999999999,0.6615701499144025,0.098
rte,White Box,DIM,200,19,0.627564,0.6749592102931412,0.11
rte,White Box,DIM,200,21,0.628328,0.6708922746450812,0.054
rte,White Box,DIM,200,23,0.6424759999999999,0.6737584392985677,0.058
rte,White Box,DIM,200,25,0.6772119999999999,0.6900893176482004,0.064
rte,White Box,DIM,200,27,0.6741400000000001,0.6889866975180653,0.062
rte,White Box,DIM,200,29,0.6775039999999999,0.6904883766030194,0.064
rte,White Box,DIM,200,31,0.68394,0.6934850488466648,0.076
rte,White Box,LAT,200,1,0.500376,0.5030690644455088,0.002
rte,White Box,LAT,200,3,0.499944,0.5014242075390135,0.0
rte,White Box,LAT,200,5,0.500944,0.5151796100334358,0.006
rte,White Box,LAT,200,7,0.5004679999999999,0.5023457049496418,0.002
rte,White Box,LAT,200,9,0.49982399999999994,0.4995343842537773,0.0
rte,White Box,LAT,200,11,0.501556,0.5022345136276338,0.002
rte,White Box,LAT,200,13,0.5092760000000001,0.4978927387911069,0.0
rte,White Box,LAT,200,15,0.482258,0.4928301421498958,0.0
rte,White Box,LAT,200,17,0.478004,0.4894199908997846,0.0
rte,White Box,LAT,200,19,0.46762000000000004,0.4740118770251496,0.0
rte,White Box,LAT,200,21,0.49722,0.5497823140918079,0.028
rte,White Box,LAT,200,23,0.52236,0.6049128210924362,0.042
rte,White Box,LAT,200,25,0.49833999999999995,0.5492496860748733,0.002
rte,White Box,LAT,200,27,0.47353999999999996,0.48515864232933636,0.002
rte,White Box,LAT,200,29,0.44463600000000003,0.4452187391987542,0.0
rte,White Box,LAT,200,31,0.48165199999999997,0.5094418292643347,0.01
rte,White Box,CCS,200,1,0.5019480000000001,0.504217911275519,0.0
rte,White Box,CCS,200,3,0.493864,0.4887099269465648,0.0
rte,White Box,CCS,200,5,0.503796,0.5244841264678379,0.006
rte,White Box,CCS,200,7,0.506,0.5230202304978278,0.0
rte,White Box,CCS,200,9,0.503268,0.5194641311501589,0.002
rte,White Box,CCS,200,11,0.512828,0.5095559689469092,0.004
rte,White Box,CCS,200,13,0.5099119999999999,0.5133330522017958,0.002
rte,White Box,CCS,200,15,0.47622,0.4696445121852145,0.0
rte,White Box,CCS,200,17,0.489096,0.4916616509886288,0.004
rte,White Box,CCS,200,19,0.49668799999999996,0.5143375168004365,0.004
rte,White Box,CCS,200,21,0.5303599999999999,0.5768135823009177,0.04
rte,White Box,CCS,200,23,0.48926800000000004,0.5016502697494608,0.006
rte,White Box,CCS,200,25,0.547484,0.5742782692307534,0.018
rte,White Box,CCS,200,27,0.508216,0.5254466500460985,0.006
rte,White Box,CCS,200,29,0.499952,0.5199380170488064,0.004
rte,White Box,CCS,200,31,0.508728,0.5124635016257106,0.004
rte,White Box,LDA,200,1,0.5058959999999999,0.506267105401554,0.002
rte,White Box,LDA,200,3,0.51204,0.5086712115616328,0.004
rte,White Box,LDA,200,5,0.53742,0.5193916357377599,0.002
rte,White Box,LDA,200,7,0.534244,0.5215500024675077,0.004
rte,White Box,LDA,200,9,0.534512,0.533536019468825,0.004
rte,White Box,LDA,200,11,0.5668599999999999,0.5666176840072144,0.014
rte,White Box,LDA,200,13,0.71054,0.6958421641136103,0.054
rte,White Box,LDA,200,15,0.7721960000000001,0.7580315464351239,0.096
rte,White Box,LDA,200,17,0.808396,0.8092598626063389,0.31
rte,White Box,LDA,200,19,0.79074,0.7864530470080316,0.198
rte,White Box,LDA,200,21,0.7853119999999999,0.7917262073973731,0.298
rte,White Box,LDA,200,23,0.788868,0.7973509967286394,0.274
rte,White Box,LDA,200,25,0.784608,0.7836834785820984,0.144
rte,White Box,LDA,200,27,0.779004,0.7774742356355467,0.082
rte,White Box,LDA,200,29,0.780756,0.7780207493437559,0.164
rte,White Box,LDA,200,31,0.7755960000000001,0.7662855685264076,0.086
rte,White Box,PCA,200,1,0.500368,0.5029909818992343,0.002
rte,White Box,PCA,200,3,0.5003319999999999,0.5026924422328389,0.002
rte,White Box,PCA,200,5,0.501716,0.5170682592390561,0.006
rte,White Box,PCA,200,7,0.502464,0.50260362186833,0.002
rte,White Box,PCA,200,9,0.502008,0.5027723741112993,0.002
rte,White Box,PCA,200,11,0.505136,0.4989984701529316,0.002
rte,White Box,PCA,200,13,0.511784,0.5105142336539101,0.0
rte,White Box,PCA,200,15,0.475032,0.47590669878086445,0.0
rte,White Box,PCA,200,17,0.492904,0.5296372653007144,0.0
rte,White Box,PCA,200,19,0.50038,0.5612942524347455,0.006
rte,White Box,PCA,200,21,0.504372,0.5606759997932276,0.036
rte,White Box,PCA,200,23,0.5196,0.5955256071839266,0.042
rte,White Box,PCA,200,25,0.48607999999999996,0.5201237928618361,0.006
rte,White Box,PCA,200,27,0.489232,0.5329627449749647,0.012
rte,White Box,PCA,200,29,0.472084,0.49227404166416844,0.004
rte,White Box,PCA,200,31,0.470768,0.4845990029372472,0.004
rte,White Box,PCA-G,200,1,0.502428,0.5027952575891572,0.0
rte,White Box,PCA-G,200,3,0.49486399999999997,0.4891919191901271,0.0
rte,White Box,PCA-G,200,5,0.5035160000000001,0.5247189648847177,0.004
rte,White Box,PCA-G,200,7,0.5030760000000001,0.520414142910494,0.004
rte,White Box,PCA-G,200,9,0.4998680000000001,0.5238451761292826,0.006
rte,White Box,PCA-G,200,11,0.51332,0.5108143441758416,0.0
rte,White Box,PCA-G,200,13,0.5112680000000001,0.5104672892213915,0.0
rte,White Box,PCA-G,200,15,0.474256,0.47365939871354384,0.0
rte,White Box,PCA-G,200,17,0.49328799999999995,0.5305164708545875,0.0
rte,White Box,PCA-G,200,19,0.504404,0.5689061990592832,0.006
rte,White Box,PCA-G,200,21,0.515968,0.5852358390518986,0.062
rte,White Box,PCA-G,200,23,0.523964,0.6006282819713916,0.058
rte,White Box,PCA-G,200,25,0.500052,0.5489659043543971,0.006
rte,White Box,PCA-G,200,27,0.49740799999999996,0.5490133536687728,0.008
rte,White Box,PCA-G,200,29,0.489228,0.5284474592700565,0.012
rte,White Box,PCA-G,200,31,0.488432,0.5256402459865855,0.012
rte,White Box,LR-G,200,1,0.507976,0.504017546651968,0.0
rte,White Box,LR-G,200,3,0.487832,0.4930548528333618,0.006
rte,White Box,LR-G,200,5,0.5162720000000001,0.5171895167022331,0.004
rte,White Box,LR-G,200,7,0.526904,0.5425185707236452,0.024
rte,White Box,LR-G,200,9,0.533184,0.5498645798181343,0.026
rte,White Box,LR-G,200,11,0.6337680000000001,0.6349607413398194,0.048
rte,White Box,LR-G,200,13,0.8084319999999999,0.7973980639458285,0.29
rte,White Box,LR-G,200,15,0.8433000000000002,0.844119963500964,0.42
rte,White Box,LR-G,200,17,0.871436,0.8697817796110072,0.58
rte,White Box,LR-G,200,19,0.8573799999999998,0.8572838045944907,0.522
rte,White Box,LR-G,200,21,0.8508,0.8501415340255256,0.496
rte,White Box,LR-G,200,23,0.845812,0.8448367122683991,0.404
rte,White Box,LR-G,200,25,0.8438240000000001,0.8432917419350605,0.38
rte,White Box,LR-G,200,27,0.850136,0.8487119572853892,0.434
rte,White Box,LR-G,200,29,0.852792,0.8517414836590438,0.432
rte,White Box,LR-G,200,31,0.854012,0.8544385153235218,0.438
rte,Black Box,BB,500,N/A,0.60872,0.5929486898695111,0.002
rte,White Box,LR,500,1,0.502764,0.5056317612859895,0.002
rte,White Box,LR,500,3,0.5,0.5,0.0
rte,White Box,LR,500,5,0.5151840000000001,0.5322707071044231,0.006
rte,White Box,LR,500,7,0.550964,0.5395539882303401,0.0
rte,White Box,LR,500,9,0.5705199999999999,0.5724990801492787,0.006
rte,White Box,LR,500,11,0.634004,0.6280393417839472,0.008
rte,White Box,LR,500,13,0.7746959999999999,0.7685647855975002,0.092
rte,White Box,LR,500,15,0.8407800000000001,0.8338220904114174,0.352
rte,White Box,LR,500,17,0.8523320000000001,0.8505947859302457,0.456
rte,White Box,LR,500,19,0.8441879999999999,0.8487624037859756,0.476
rte,White Box,LR,500,21,0.8363720000000001,0.840469002046261,0.432
rte,White Box,LR,500,23,0.829736,0.8360693434553567,0.364
rte,White Box,LR,500,25,0.8210280000000001,0.8273322038930461,0.35
rte,White Box,LR,500,27,0.813744,0.8105285450286066,0.26
rte,White Box,LR,500,29,0.818052,0.8147280783658017,0.292
rte,White Box,LR,500,31,0.809968,0.7978062036959623,0.164
rte,White Box,DIM,500,1,0.49957999999999997,0.5041911756859443,0.004
rte,White Box,DIM,500,3,0.513408,0.5373487816679178,0.0
rte,White Box,DIM,500,5,0.504648,0.5482993697513444,0.0
rte,White Box,DIM,500,7,0.508584,0.5297683516431162,0.012
rte,White Box,DIM,500,9,0.5122680000000001,0.5249477015709827,0.0
rte,White Box,DIM,500,11,0.56592,0.5457296310683099,0.004
rte,White Box,DIM,500,13,0.7014119999999999,0.7092733384162249,0.094
rte,White Box,DIM,500,15,0.700028,0.70453028368872,0.154
rte,White Box,DIM,500,17,0.7435400000000001,0.7328967054107496,0.036
rte,White Box,DIM,500,19,0.700532,0.6973100961861883,0.062
rte,White Box,DIM,500,21,0.696504,0.6946361476161352,0.04
rte,White Box,DIM,500,23,0.701196,0.6965797328969217,0.042
rte,White Box,DIM,500,25,0.712824,0.7037025126244367,0.032
rte,White Box,DIM,500,27,0.7105680000000001,0.7024504501207174,0.034
rte,White Box,DIM,500,29,0.707184,0.7000395373444054,0.028
rte,White Box,DIM,500,31,0.710928,0.7014657449807645,0.02
rte,White Box,LAT,500,1,0.49973999999999996,0.5030119336241703,0.0
rte,White Box,LAT,500,3,0.49982000000000004,0.5012918700428997,0.0
rte,White Box,LAT,500,5,0.49916800000000006,0.5215341249667351,0.002
rte,White Box,LAT,500,7,0.496328,0.5086138739827486,0.002
rte,White Box,LAT,500,9,0.498344,0.502212421584766,0.002
rte,White Box,LAT,500,11,0.501512,0.502344589193142,0.002
rte,White Box,LAT,500,13,0.509764,0.5178492794173658,0.0
rte,White Box,LAT,500,15,0.531196,0.5373397069202333,0.002
rte,White Box,LAT,500,17,0.5024,0.5511363220940314,0.01
rte,White Box,LAT,500,19,0.5242399999999999,0.5652565433055216,0.02
rte,White Box,LAT,500,21,0.5253019999999999,0.55239319568627,0.036
rte,White Box,LAT,500,23,0.516628,0.5927257557828011,0.04
rte,White Box,LAT,500,25,0.544284,0.5708936202726662,0.04
rte,White Box,LAT,500,27,0.547608,0.5690602895611963,0.002
rte,White Box,LAT,500,29,0.5423359999999999,0.5608389149797746,0.026
rte,White Box,LAT,500,31,0.52724,0.554262634888546,0.022
rte,White Box,CCS,500,1,0.49809400000000004,0.5037120394350707,0.0
rte,White Box,CCS,500,3,0.49392199999999997,0.4887979738617839,0.0
rte,White Box,CCS,500,5,0.503408,0.5246545104290212,0.006
rte,White Box,CCS,500,7,0.5068079999999999,0.5270485797259348,0.004
rte,White Box,CCS,500,9,0.502848,0.5219457913641314,0.002
rte,White Box,CCS,500,11,0.514332,0.5131901362908,0.002
rte,White Box,CCS,500,13,0.5122680000000001,0.5139324539332206,0.002
rte,White Box,CCS,500,15,0.521172,0.5257555252529817,0.008
rte,White Box,CCS,500,17,0.5144960000000001,0.5238309562878931,0.006
rte,White Box,CCS,500,19,0.506892,0.5361933281099389,0.002
rte,White Box,CCS,500,21,0.542548,0.5837828806031767,0.018
rte,White Box,CCS,500,23,0.531328,0.571048946966737,0.01
rte,White Box,CCS,500,25,0.533944,0.5664252168208763,0.006
rte,White Box,CCS,500,27,0.589666,0.6226742065006806,0.0
rte,White Box,CCS,500,29,0.560488,0.6161279229410147,0.076
rte,White Box,CCS,500,31,0.510996,0.5272413646458828,0.006
rte,White Box,LDA,500,1,0.502868,0.5006061231044006,0.0
rte,White Box,LDA,500,3,0.5096080000000001,0.5096134544590205,0.002
rte,White Box,LDA,500,5,0.527212,0.5242774651155583,0.0
rte,White Box,LDA,500,7,0.539604,0.5321840690170304,0.0
rte,White Box,LDA,500,9,0.530832,0.5350208369362763,0.004
rte,White Box,LDA,500,11,0.5861000000000001,0.5807804888463757,0.008
rte,White Box,LDA,500,13,0.677784,0.6677696542308758,0.02
rte,White Box,LDA,500,15,0.752748,0.7600394532720827,0.204
rte,White Box,LDA,500,17,0.781372,0.7823402784967605,0.184
rte,White Box,LDA,500,19,0.791436,0.7805864007655476,0.2
rte,White Box,LDA,500,21,0.787924,0.7859531213040725,0.248
rte,White Box,LDA,500,23,0.7887000000000001,0.7856819711605532,0.096
rte,White Box,LDA,500,25,0.7869039999999999,0.7900141550518767,0.184
rte,White Box,LDA,500,27,0.795264,0.7974844641959278,0.228
rte,White Box,LDA,500,29,0.789448,0.7970022839439257,0.32
rte,White Box,LDA,500,31,0.791212,0.7923703334983063,0.254
rte,White Box,PCA,500,1,0.49968399999999996,0.5032009612983941,0.0
rte,White Box,PCA,500,3,0.499676,0.5016986047662142,0.002
rte,White Box,PCA,500,5,0.498908,0.5209812543774563,0.002
rte,White Box,PCA,500,7,0.49904000000000004,0.5066725094033665,0.004
rte,White Box,PCA,500,9,0.497828,0.502356882529319,0.002
rte,White Box,PCA,500,11,0.50302,0.5014619206073214,0.002
rte,White Box,PCA,500,13,0.5102880000000001,0.5102950629767542,0.0
rte,White Box,PCA,500,15,0.5303599999999999,0.5339406252494039,0.002
rte,White Box,PCA,500,17,0.515736,0.5524609084444869,0.014
rte,White Box,PCA,500,19,0.513348,0.5647859798807056,0.022
rte,White Box,PCA,500,21,0.506156,0.5563864465361037,0.038
rte,White Box,PCA,500,23,0.509408,0.5785632846183401,0.062
rte,White Box,PCA,500,25,0.53644,0.5658457184419219,0.038
rte,White Box,PCA,500,27,0.531524,0.5697605714666244,0.026
rte,White Box,PCA,500,29,0.546996,0.5660100099508731,0.026
rte,White Box,PCA,500,31,0.545648,0.5594417985027137,0.024
rte,White Box,PCA-G,500,1,0.502352,0.5028233502319758,0.0
rte,White Box,PCA-G,500,3,0.4945400000000001,0.4894369269273629,0.0
rte,White Box,PCA-G,500,5,0.49649999999999994,0.5194476985364023,0.012
rte,White Box,PCA-G,500,7,0.49695199999999995,0.5207253069278043,0.004
rte,White Box,PCA-G,500,9,0.500166,0.5209911459837903,0.008
rte,White Box,PCA-G,500,11,0.51326,0.5115026004875333,0.0
rte,White Box,PCA-G,500,13,0.509796,0.509680650700127,0.0
rte,White Box,PCA-G,500,15,0.530204,0.5336091106818235,0.002
rte,White Box,PCA-G,500,17,0.515636,0.5515949379133127,0.008
rte,White Box,PCA-G,500,19,0.505768,0.5623857982437943,0.01
rte,White Box,PCA-G,500,21,0.508868,0.576801493979648,0.06
rte,White Box,PCA-G,500,23,0.514872,0.5900017492734981,0.054
rte,White Box,PCA-G,500,25,0.51774,0.5656576010122488,0.02
rte,White Box,PCA-G,500,27,0.5199860000000001,0.5701183091558,0.022
rte,White Box,PCA-G,500,29,0.527728,0.5684729947815984,0.02
rte,White Box,PCA-G,500,31,0.528532,0.56507737718026,0.022
rte,White Box,LR-G,500,1,0.500864,0.5045172827486335,0.0
rte,White Box,LR-G,500,3,0.5,0.5,0.0
rte,White Box,LR-G,500,5,0.552088,0.5466797662613405,0.002
rte,White Box,LR-G,500,7,0.564012,0.5560280578570529,0.004
rte,White Box,LR-G,500,9,0.59988,0.5997431708252239,0.02
rte,White Box,LR-G,500,11,0.705588,0.688862351893011,0.008
rte,White Box,LR-G,500,13,0.8179320000000001,0.8137065686191107,0.342
rte,White Box,LR-G,500,15,0.8695440000000001,0.8680571316108862,0.496
rte,White Box,LR-G,500,17,0.8960520000000001,0.8954204106055337,0.626
rte,White Box,LR-G,500,19,0.8968840000000001,0.8957759388507978,0.616
rte,White Box,LR-G,500,21,0.8919839999999999,0.8912046977011874,0.644
rte,White Box,LR-G,500,23,0.885416,0.8844958557502449,0.576
rte,White Box,LR-G,500,25,0.88616,0.8832392403240847,0.608
rte,White Box,LR-G,500,27,0.888396,0.8854386289350288,0.582
rte,White Box,LR-G,500,29,0.887708,0.8870289350514682,0.596
rte,White Box,LR-G,500,31,0.88128,0.8825012784826092,0.552
rte,Black Box,BB,1000,N/A,0.617916,0.6044379927026718,0.006
rte,White Box,LR,1000,1,0.506536,0.49559934626555024,0.0
rte,White Box,LR,1000,3,0.49426,0.49323513148674325,0.0
rte,White Box,LR,1000,5,0.510196,0.4911094303162804,0.004
rte,White Box,LR,1000,7,0.5543359999999999,0.5350460062728911,0.0
rte,White Box,LR,1000,9,0.578176,0.5674740777034957,0.002
rte,White Box,LR,1000,11,0.646976,0.6326678320701038,0.022
rte,White Box,LR,1000,13,0.789164,0.7888814823088751,0.266
rte,White Box,LR,1000,15,0.8434360000000001,0.8446078622342875,0.378
rte,White Box,LR,1000,17,0.862064,0.8603253975113611,0.508
rte,White Box,LR,1000,19,0.850616,0.8530039324572641,0.4
rte,White Box,LR,1000,21,0.8359639999999999,0.8372061780499435,0.406
rte,White Box,LR,1000,23,0.822824,0.8300034157205034,0.37
rte,White Box,LR,1000,25,0.812584,0.8227097179481002,0.4
rte,White Box,LR,1000,27,0.808476,0.8107594562657318,0.278
rte,White Box,LR,1000,29,0.8036920000000001,0.8045863187170352,0.224
rte,White Box,LR,1000,31,0.796756,0.7905363969215187,0.2
rte,White Box,DIM,1000,1,0.502724,0.5013595683178261,0.0
rte,White Box,DIM,1000,3,0.49428,0.4933933281588758,0.0
rte,White Box,DIM,1000,5,0.504808,0.5151248236365241,0.006
rte,White Box,DIM,1000,7,0.5055759999999999,0.5235926351559241,0.004
rte,White Box,DIM,1000,9,0.503712,0.527736663283769,0.006
rte,White Box,DIM,1000,11,0.525996,0.5365064407625199,0.0
rte,White Box,DIM,1000,13,0.598312,0.6284209912468606,0.078
rte,White Box,DIM,1000,15,0.693236,0.6943691636329364,0.04
rte,White Box,DIM,1000,17,0.718952,0.7129321545851219,0.042
rte,White Box,DIM,1000,19,0.689764,0.6980392971657865,0.094
rte,White Box,DIM,1000,21,0.685304,0.6931296314502992,0.046
rte,White Box,DIM,1000,23,0.691776,0.6942838071616599,0.038
rte,White Box,DIM,1000,25,0.710608,0.7044865695849907,0.04
rte,White Box,DIM,1000,27,0.7085319999999999,0.7038025396123353,0.072
rte,White Box,DIM,1000,29,0.7065319999999999,0.7029374502925148,0.06
rte,White Box,DIM,1000,31,0.7105679999999999,0.7046006133743195,0.056
rte,White Box,LAT,1000,1,0.5003839999999999,0.5027155530011661,0.002
rte,White Box,LAT,1000,3,0.499644,0.5020313207390352,0.002
rte,White Box,LAT,1000,5,0.5014919999999999,0.5158148277095598,0.006
rte,White Box,LAT,1000,7,0.501856,0.501766906939519,0.002
rte,White Box,LAT,1000,9,0.502256,0.5025150538680174,0.002
rte,White Box,LAT,1000,11,0.503012,0.5016569760081221,0.002
rte,White Box,LAT,1000,13,0.508002,0.5090329506346118,0.0
rte,White Box,LAT,1000,15,0.5311199999999999,0.5324924513321675,0.004
rte,White Box,LAT,1000,17,0.521352,0.5501302747732771,0.012
rte,White Box,LAT,1000,19,0.504392,0.5737991631875082,0.006
rte,White Box,LAT,1000,21,0.4881599999999999,0.5195531777043967,0.016
rte,White Box,LAT,1000,23,0.497068,0.5454097312610291,0.036
rte,White Box,LAT,1000,25,0.5564079999999999,0.5697117515341432,0.04
rte,White Box,LAT,1000,27,0.491104,0.5410638369654305,0.008
rte,White Box,LAT,1000,29,0.549056,0.5640728125785729,0.04
