Dataset,Condition,Method,Algorithm,Layer,AUC,MAP,BRP_90
open_book_qa,Setup B (Imbalanced),White Box,LR,13,0.729016,0.7097572199624098,0.018
open_book_qa,Setup A (Balanced),White Box,LR,15,0.768144,0.7597705249949144,0.168
open_book_qa,Setup B (Imbalanced),White Box,LR,15,0.763084,0.7542904210673518,0.162
open_book_qa,Setup A (Balanced),White Box,LR,17,0.7824720000000001,0.7632248762541832,0.002
open_book_qa,Setup B (Imbalanced),White Box,LR,17,0.7719799999999999,0.7576747068360403,0.054
open_book_qa,Setup A (Balanced),White Box,LR,19,0.769712,0.7567217238107673,0.076
open_book_qa,Setup B (Imbalanced),White Box,LR,19,0.755044,0.7544660740708623,0.096
open_book_qa,Setup A (Balanced),White Box,LR,21,0.759304,0.747371585376703,0.046
open_book_qa,Setup B (Imbalanced),White Box,LR,21,0.742516,0.7424285870432683,0.074
open_book_qa,Setup A (Balanced),White Box,LR,23,0.7487639999999999,0.7343931242257623,0.006
open_book_qa,Setup B (Imbalanced),White Box,LR,23,0.7409,0.7321690323041828,0.004
open_book_qa,Setup A (Balanced),White Box,LR,25,0.72998,0.7136165705243481,0.008
open_book_qa,Setup B (Imbalanced),White Box,LR,25,0.732116,0.723708187943017,0.01
open_book_qa,Setup A (Balanced),White Box,LR,27,0.7293040000000001,0.7204995235884537,0.054
open_book_qa,Setup B (Imbalanced),White Box,LR,27,0.723768,0.7206226737779923,0.008
open_book_qa,Setup A (Balanced),White Box,LR,29,0.7182919999999999,0.7077763088310578,0.004
open_book_qa,Setup B (Imbalanced),White Box,LR,29,0.716012,0.7153785937024086,0.06
open_book_qa,Setup A (Balanced),White Box,LR,31,0.71604,0.6997894383890104,0.002
open_book_qa,Setup B (Imbalanced),White Box,LR,31,0.711028,0.7017314332515356,0.01
open_book_qa,Setup A (Balanced),White Box,DIM,1,0.5372480000000001,0.5311711182384437,0.004
open_book_qa,Setup B (Imbalanced),White Box,DIM,1,0.54122,0.5325680776251464,0.002
open_book_qa,Setup A (Balanced),White Box,DIM,3,0.541492,0.5345896731740556,0.002
open_book_qa,Setup B (Imbalanced),White Box,DIM,3,0.5426839999999999,0.534092220580577,0.004
open_book_qa,Setup A (Balanced),White Box,DIM,5,0.550692,0.5448117940233992,0.004
open_book_qa,Setup B (Imbalanced),White Box,DIM,5,0.547298,0.5403502012444454,0.006
open_book_qa,Setup A (Balanced),White Box,DIM,7,0.555192,0.549839048950004,0.004
open_book_qa,Setup B (Imbalanced),White Box,DIM,7,0.548344,0.5417457045718862,0.002
open_book_qa,Setup A (Balanced),White Box,DIM,9,0.56628,0.5633626703138606,0.012
open_book_qa,Setup B (Imbalanced),White Box,DIM,9,0.559304,0.5479619373244846,0.002
open_book_qa,Setup A (Balanced),White Box,DIM,11,0.6073999999999999,0.599330166768852,0.008
open_book_qa,Setup B (Imbalanced),White Box,DIM,11,0.598716,0.5873435981036075,0.002
open_book_qa,Setup A (Balanced),White Box,DIM,13,0.6636319999999999,0.6470132265440878,0.038
open_book_qa,Setup B (Imbalanced),White Box,DIM,13,0.662504,0.6470180723995684,0.01
open_book_qa,Setup A (Balanced),White Box,DIM,15,0.709052,0.691629372075929,0.022
open_book_qa,Setup B (Imbalanced),White Box,DIM,15,0.7115159999999999,0.691944844889797,0.024
open_book_qa,Setup A (Balanced),White Box,DIM,17,0.7295440000000001,0.7144835909441781,0.092
open_book_qa,Setup B (Imbalanced),White Box,DIM,17,0.73266,0.7180990200920716,0.108
open_book_qa,Setup A (Balanced),White Box,DIM,19,0.73156,0.717514068421546,0.092
open_book_qa,Setup B (Imbalanced),White Box,DIM,19,0.7353120000000001,0.7228250826171961,0.088
open_book_qa,Setup A (Balanced),White Box,DIM,21,0.7338359999999999,0.7206011302552666,0.112
open_book_qa,Setup B (Imbalanced),White Box,DIM,21,0.73708,0.7242402223758179,0.116
open_book_qa,Setup A (Balanced),White Box,DIM,23,0.735312,0.7233779815321291,0.144
open_book_qa,Setup B (Imbalanced),White Box,DIM,23,0.738588,0.7267178104394307,0.136
open_book_qa,Setup A (Balanced),White Box,DIM,25,0.735584,0.7240680550996372,0.146
open_book_qa,Setup B (Imbalanced),White Box,DIM,25,0.73916,0.7275000086619742,0.112
open_book_qa,Setup A (Balanced),White Box,DIM,27,0.7370159999999999,0.7242343752510119,0.1
open_book_qa,Setup B (Imbalanced),White Box,DIM,27,0.7406839999999999,0.7293623725134819,0.11
open_book_qa,Setup A (Balanced),White Box,DIM,29,0.736168,0.7252762345006738,0.108
open_book_qa,Setup B (Imbalanced),White Box,DIM,29,0.7397279999999999,0.7300134830452999,0.114
open_book_qa,Setup A (Balanced),White Box,DIM,31,0.7375520000000001,0.7274106004425782,0.116
open_book_qa,Setup B (Imbalanced),White Box,DIM,31,0.740724,0.7320426176277806,0.082
open_book_qa,Setup A (Balanced),White Box,LAT,1,0.5201119999999999,0.512601701269741,0.0
open_book_qa,Setup B (Imbalanced),White Box,LAT,1,0.520212,0.5126145536610859,0.0
open_book_qa,Setup A (Balanced),White Box,LAT,3,0.5260279999999999,0.517829497774112,0.0
open_book_qa,Setup B (Imbalanced),White Box,LAT,3,0.5258959999999999,0.517828666267467,0.0
open_book_qa,Setup A (Balanced),White Box,LAT,5,0.5260440000000001,0.5185992366624772,0.0
open_book_qa,Setup B (Imbalanced),White Box,LAT,5,0.525668,0.5182377746562945,0.0
open_book_qa,Setup A (Balanced),White Box,LAT,7,0.52686,0.5212623888770315,0.002
open_book_qa,Setup B (Imbalanced),White Box,LAT,7,0.526604,0.5204559133244964,0.0
open_book_qa,Setup A (Balanced),White Box,LAT,9,0.51772,0.5132340052885644,0.0
open_book_qa,Setup B (Imbalanced),White Box,LAT,9,0.515992,0.5121324694722328,0.0
open_book_qa,Setup A (Balanced),White Box,LAT,11,0.517972,0.5135385090623779,0.0
open_book_qa,Setup B (Imbalanced),White Box,LAT,11,0.512908,0.5081959593891903,0.0
open_book_qa,Setup A (Balanced),White Box,LAT,13,0.516636,0.5092884930200665,0.002
open_book_qa,Setup B (Imbalanced),White Box,LAT,13,0.5182359999999999,0.5099571234416984,0.004
open_book_qa,Setup A (Balanced),White Box,LAT,15,0.4998119999999999,0.5012722199201287,0.004
open_book_qa,Setup B (Imbalanced),White Box,LAT,15,0.5269119999999999,0.5142661365700036,0.002
open_book_qa,Setup A (Balanced),White Box,LAT,17,0.710676,0.6853102391786159,0.008
open_book_qa,Setup B (Imbalanced),White Box,LAT,17,0.7053119999999999,0.674269166972165,0.004
open_book_qa,Setup A (Balanced),White Box,LAT,19,0.7047679999999998,0.6751862392127218,0.02
open_book_qa,Setup B (Imbalanced),White Box,LAT,19,0.7032879999999999,0.668156522320148,0.0
open_book_qa,Setup A (Balanced),White Box,LAT,21,0.71386,0.6910253818734431,0.026
open_book_qa,Setup B (Imbalanced),White Box,LAT,21,0.7075399999999998,0.6762136716009245,0.0
open_book_qa,Setup A (Balanced),White Box,LAT,23,0.709372,0.6817599393131069,0.012
open_book_qa,Setup B (Imbalanced),White Box,LAT,23,0.70446,0.6725290367990953,0.008
open_book_qa,Setup A (Balanced),White Box,LAT,25,0.71316,0.6935137165059385,0.068
open_book_qa,Setup B (Imbalanced),White Box,LAT,25,0.713972,0.691975180533314,0.054
open_book_qa,Setup A (Balanced),White Box,LAT,27,0.7134159999999999,0.690774529846381,0.05
open_book_qa,Setup B (Imbalanced),White Box,LAT,27,0.7141439999999999,0.6898452522065032,0.03
open_book_qa,Setup A (Balanced),White Box,LAT,29,0.7042919999999999,0.6765705657384316,0.02
open_book_qa,Setup B (Imbalanced),White Box,LAT,29,0.710372,0.6876762986304856,0.062
open_book_qa,Setup A (Balanced),White Box,LAT,31,0.714784,0.6957985446538182,0.058
open_book_qa,Setup B (Imbalanced),White Box,LAT,31,0.7038559999999999,0.6742502974600328,0.01
open_book_qa,Setup A (Balanced),White Box,CCS,1,0.52463,0.5174665889780459,0.002
open_book_qa,Setup B (Imbalanced),White Box,CCS,1,0.524562,0.5175995236509974,0.002
open_book_qa,Setup A (Balanced),White Box,CCS,3,0.540728,0.5364767263824419,0.008
open_book_qa,Setup B (Imbalanced),White Box,CCS,3,0.542176,0.5396322371203159,0.008
open_book_qa,Setup A (Balanced),White Box,CCS,5,0.5222180000000001,0.5340049199931909,0.014
open_book_qa,Setup B (Imbalanced),White Box,CCS,5,0.48807999999999996,0.49417715445269267,0.002
open_book_qa,Setup A (Balanced),White Box,CCS,7,0.511628,0.5067687349954428,0.002
open_book_qa,Setup B (Imbalanced),White Box,CCS,7,0.501226,0.5069548977627618,0.008
open_book_qa,Setup A (Balanced),White Box,CCS,9,0.49947600000000003,0.5024117171332354,0.0
open_book_qa,Setup B (Imbalanced),White Box,CCS,9,0.523284,0.5191362624719131,0.004
open_book_qa,Setup A (Balanced),White Box,CCS,11,0.535636,0.5304492348445036,0.0
open_book_qa,Setup B (Imbalanced),White Box,CCS,11,0.51214,0.5115878664419617,0.004
open_book_qa,Setup A (Balanced),White Box,CCS,13,0.5549979999999999,0.5475122559774008,0.004
open_book_qa,Setup B (Imbalanced),White Box,CCS,13,0.702036,0.6853516351086758,0.008
open_book_qa,Setup A (Balanced),White Box,CCS,15,0.73408,0.7131839300180838,0.008
open_book_qa,Setup B (Imbalanced),White Box,CCS,15,0.70562,0.6792999707338662,0.006
open_book_qa,Setup A (Balanced),White Box,CCS,17,0.7644,0.7488583195967017,0.094
open_book_qa,Setup B (Imbalanced),White Box,CCS,17,0.7585560000000001,0.7572125106085805,0.13
open_book_qa,Setup A (Balanced),White Box,CCS,19,0.756868,0.7466450258810814,0.09
open_book_qa,Setup B (Imbalanced),White Box,CCS,19,0.661432,0.6693804851621397,0.038
open_book_qa,Setup A (Balanced),White Box,CCS,21,0.762212,0.7582505162380263,0.13
open_book_qa,Setup B (Imbalanced),White Box,CCS,21,0.7295039999999999,0.7052748414577954,0.01
open_book_qa,Setup A (Balanced),White Box,CCS,23,0.744996,0.7219817470294296,0.02
open_book_qa,Setup B (Imbalanced),White Box,CCS,23,0.734772,0.7152789595282502,0.036
open_book_qa,Setup A (Balanced),White Box,CCS,25,0.759268,0.7463165764205615,0.144
open_book_qa,Setup B (Imbalanced),White Box,CCS,25,0.737804,0.7377491487202719,0.11
open_book_qa,Setup A (Balanced),White Box,CCS,27,0.749368,0.729822432845997,0.058
open_book_qa,Setup B (Imbalanced),White Box,CCS,27,0.7076439999999999,0.7039470728888281,0.062
open_book_qa,Setup A (Balanced),White Box,CCS,29,0.6719240000000001,0.6539963901200436,0.0
open_book_qa,Setup B (Imbalanced),White Box,CCS,29,0.7267920000000001,0.7221508578187348,0.09
open_book_qa,Setup A (Balanced),White Box,CCS,31,0.7387079999999999,0.7345332165504608,0.074
open_book_qa,Setup B (Imbalanced),White Box,CCS,31,0.6639719999999999,0.6354688026280105,0.012
open_book_qa,Setup A (Balanced),White Box,LDA,1,0.531648,0.5314328119230859,0.002
open_book_qa,Setup B (Imbalanced),White Box,LDA,1,0.5143679999999999,0.5095514425888379,0.002
open_book_qa,Setup A (Balanced),White Box,LDA,3,0.5594239999999999,0.5449480267918277,0.006
open_book_qa,Setup B (Imbalanced),White Box,LDA,3,0.546168,0.545318290579603,0.002
open_book_qa,Setup A (Balanced),White Box,LDA,5,0.576132,0.5681042363660257,0.004
open_book_qa,Setup B (Imbalanced),White Box,LDA,5,0.548104,0.5483405354736989,0.0
open_book_qa,Setup A (Balanced),White Box,LDA,7,0.5813200000000001,0.5672692509601236,0.002
open_book_qa,Setup B (Imbalanced),White Box,LDA,7,0.569836,0.5601165772357244,0.0
open_book_qa,Setup A (Balanced),White Box,LDA,9,0.5877359999999999,0.5673437435343709,0.002
open_book_qa,Setup B (Imbalanced),White Box,LDA,9,0.5648279999999999,0.549011442769378,0.0
open_book_qa,Setup A (Balanced),White Box,LDA,11,0.62266,0.6256418013540284,0.04
open_book_qa,Setup B (Imbalanced),White Box,LDA,11,0.5914600000000001,0.5809936927534849,0.004
open_book_qa,Setup A (Balanced),White Box,LDA,13,0.6506399999999999,0.6324699658150256,0.0
open_book_qa,Setup B (Imbalanced),White Box,LDA,13,0.6385479999999999,0.6237774468311392,0.026
open_book_qa,Setup A (Balanced),White Box,LDA,15,0.664076,0.6605805858118787,0.06
open_book_qa,Setup B (Imbalanced),White Box,LDA,15,0.661708,0.6634865434811316,0.032
open_book_qa,Setup A (Balanced),White Box,LDA,17,0.660936,0.6459401312496098,0.0
open_book_qa,Setup B (Imbalanced),White Box,LDA,17,0.675028,0.6742351012915861,0.04
open_book_qa,Setup A (Balanced),White Box,LDA,19,0.668324,0.6666967662525248,0.064
open_book_qa,Setup B (Imbalanced),White Box,LDA,19,0.685568,0.6880924219479947,0.022
open_book_qa,Setup A (Balanced),White Box,LDA,21,0.6752,0.676744874114361,0.046
open_book_qa,Setup B (Imbalanced),White Box,LDA,21,0.6702039999999999,0.6759768330161988,0.072
open_book_qa,Setup A (Balanced),White Box,LDA,23,0.649564,0.6369428920243446,0.004
open_book_qa,Setup B (Imbalanced),White Box,LDA,23,0.666468,0.6755426488810841,0.038
open_book_qa,Setup A (Balanced),White Box,LDA,25,0.634128,0.6258599989919211,0.02
open_book_qa,Setup B (Imbalanced),White Box,LDA,25,0.6710079999999998,0.6576554351593406,0.036
open_book_qa,Setup A (Balanced),White Box,LDA,27,0.635608,0.6229633123701976,0.006
open_book_qa,Setup B (Imbalanced),White Box,LDA,27,0.6554,0.6595138903508889,0.028
open_book_qa,Setup A (Balanced),White Box,LDA,29,0.64418,0.6292837301507312,0.008
open_book_qa,Setup B (Imbalanced),White Box,LDA,29,0.6522199999999999,0.6648638306214644,0.09
open_book_qa,Setup A (Balanced),White Box,LDA,31,0.645984,0.6271986304352787,0.012
open_book_qa,Setup B (Imbalanced),White Box,LDA,31,0.650208,0.6494748020129643,0.008
open_book_qa,Setup A (Balanced),White Box,PCA,1,0.520056,0.5124571378998328,0.0
open_book_qa,Setup B (Imbalanced),White Box,PCA,1,0.520244,0.5126178009158878,0.0
open_book_qa,Setup A (Balanced),White Box,PCA,3,0.526032,0.5177908531170418,0.0
open_book_qa,Setup B (Imbalanced),White Box,PCA,3,0.5260279999999999,0.5177449653514035,0.0
open_book_qa,Setup A (Balanced),White Box,PCA,5,0.525744,0.5182670064180996,0.0
open_book_qa,Setup B (Imbalanced),White Box,PCA,5,0.525464,0.5179354163104635,0.0
open_book_qa,Setup A (Balanced),White Box,PCA,7,0.527072,0.5214849898806264,0.002
open_book_qa,Setup B (Imbalanced),White Box,PCA,7,0.526296,0.5212836747007547,0.002
open_book_qa,Setup A (Balanced),White Box,PCA,9,0.518232,0.513776267639106,0.0
open_book_qa,Setup B (Imbalanced),White Box,PCA,9,0.51642,0.5125306304027912,0.0
open_book_qa,Setup A (Balanced),White Box,PCA,11,0.516656,0.5122139456296607,0.0
open_book_qa,Setup B (Imbalanced),White Box,PCA,11,0.512416,0.5083275694186253,0.0
open_book_qa,Setup A (Balanced),White Box,PCA,13,0.518396,0.5114323434603936,0.002
open_book_qa,Setup B (Imbalanced),White Box,PCA,13,0.5163719999999999,0.5094269178845093,0.004
open_book_qa,Setup A (Balanced),White Box,PCA,15,0.513248,0.5080532717492001,0.004
open_book_qa,Setup B (Imbalanced),White Box,PCA,15,0.531012,0.5171627530861751,0.002
open_book_qa,Setup A (Balanced),White Box,PCA,17,0.710012,0.684306814682504,0.008
open_book_qa,Setup B (Imbalanced),White Box,PCA,17,0.710892,0.683245207016353,0.008
open_book_qa,Setup A (Balanced),White Box,PCA,19,0.7078319999999999,0.6772819182994005,0.0
open_book_qa,Setup B (Imbalanced),White Box,PCA,19,0.70766,0.673878042098084,0.0
open_book_qa,Setup A (Balanced),White Box,PCA,21,0.711708,0.6876648155272702,0.022
open_book_qa,Setup B (Imbalanced),White Box,PCA,21,0.709356,0.6774846739936085,0.0
open_book_qa,Setup A (Balanced),White Box,PCA,23,0.7110920000000001,0.6868151247631831,0.046
open_book_qa,Setup B (Imbalanced),White Box,PCA,23,0.708132,0.6781874439648332,0.012
open_book_qa,Setup A (Balanced),White Box,PCA,25,0.7123919999999999,0.6925052375262268,0.074
open_book_qa,Setup B (Imbalanced),White Box,PCA,25,0.7106079999999999,0.6861175296091881,0.044
open_book_qa,Setup A (Balanced),White Box,PCA,27,0.714272,0.6929206501331318,0.074
open_book_qa,Setup B (Imbalanced),White Box,PCA,27,0.7113039999999999,0.6855633234138716,0.016
open_book_qa,Setup A (Balanced),White Box,PCA,29,0.7118599999999999,0.6889910987112796,0.062
open_book_qa,Setup B (Imbalanced),White Box,PCA,29,0.709312,0.6843348617003935,0.056
open_book_qa,Setup A (Balanced),White Box,PCA,31,0.7147159999999999,0.6952631579138453,0.048
open_book_qa,Setup B (Imbalanced),White Box,PCA,31,0.711908,0.6879797419440916,0.02
open_book_qa,Setup A (Balanced),White Box,PCA-G,1,0.5011880000000001,0.5183080734812779,0.004
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,1,0.505792,0.5208174416483007,0.006
open_book_qa,Setup A (Balanced),White Box,PCA-G,3,0.541072,0.5400293714230928,0.01
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,3,0.540256,0.5395595234396103,0.01
open_book_qa,Setup A (Balanced),White Box,PCA-G,5,0.5313159999999999,0.5286377053404623,0.006
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,5,0.534076,0.5314624703441588,0.004
open_book_qa,Setup A (Balanced),White Box,PCA-G,7,0.505816,0.5016587283867968,0.002
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,7,0.516564,0.5132717374226852,0.0
open_book_qa,Setup A (Balanced),White Box,PCA-G,9,0.502732,0.5095460743465263,0.004
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,9,0.5032639999999999,0.5098002389716532,0.004
open_book_qa,Setup A (Balanced),White Box,PCA-G,11,0.500568,0.505237803890258,0.004
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,11,0.496496,0.5020509103987663,0.004
open_book_qa,Setup A (Balanced),White Box,PCA-G,13,0.6449039999999999,0.6108482242621329,0.0
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,13,0.62,0.5841437252083904,0.0
open_book_qa,Setup A (Balanced),White Box,PCA-G,15,0.7027079999999999,0.6820873222418589,0.042
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,15,0.7049880000000001,0.6849020263319765,0.038
open_book_qa,Setup A (Balanced),White Box,PCA-G,17,0.724572,0.7082677262527024,0.076
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,17,0.7222759999999999,0.7044829428190806,0.072
open_book_qa,Setup A (Balanced),White Box,PCA-G,19,0.726,0.7104074205128392,0.09
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,19,0.722572,0.7009860234502432,0.048
open_book_qa,Setup A (Balanced),White Box,PCA-G,21,0.7286600000000001,0.7175317521117716,0.098
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,21,0.7255999999999999,0.7133373509291966,0.07
open_book_qa,Setup A (Balanced),White Box,PCA-G,23,0.729472,0.7190247581848106,0.102
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,23,0.7261,0.7135023044703139,0.112
open_book_qa,Setup A (Balanced),White Box,PCA-G,25,0.730028,0.7195531705231986,0.092
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,25,0.726552,0.7151446358065627,0.102
open_book_qa,Setup A (Balanced),White Box,PCA-G,27,0.731704,0.7208456211189501,0.08
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,27,0.727772,0.7156133997448403,0.074
open_book_qa,Setup A (Balanced),White Box,PCA-G,29,0.731128,0.7201372513055683,0.09
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,29,0.727584,0.7155073690344522,0.064
open_book_qa,Setup A (Balanced),White Box,PCA-G,31,0.7328359999999999,0.7238983102268841,0.094
open_book_qa,Setup B (Imbalanced),White Box,PCA-G,31,0.7294959999999999,0.7196465888384354,0.074
open_book_qa,Setup A (Balanced),White Box,LR-G,1,0.6840599999999999,0.6675125201295091,0.008
open_book_qa,Setup B (Imbalanced),White Box,LR-G,1,0.67186,0.6595563094850518,0.01
open_book_qa,Setup A (Balanced),White Box,LR-G,3,0.70836,0.6958567672244218,0.038
open_book_qa,Setup B (Imbalanced),White Box,LR-G,3,0.688952,0.6778008483045322,0.036
open_book_qa,Setup A (Balanced),White Box,LR-G,5,0.73924,0.7339692927226223,0.062
open_book_qa,Setup B (Imbalanced),White Box,LR-G,5,0.718772,0.7143274096837664,0.044
open_book_qa,Setup A (Balanced),White Box,LR-G,7,0.755188,0.7460903415476654,0.074
open_book_qa,Setup B (Imbalanced),White Box,LR-G,7,0.736248,0.7232575694729289,0.036
open_book_qa,Setup A (Balanced),White Box,LR-G,9,0.7875519999999999,0.7796382496256249,0.166
open_book_qa,Setup B (Imbalanced),White Box,LR-G,9,0.768968,0.7542741538204227,0.154
open_book_qa,Setup A (Balanced),White Box,LR-G,11,0.8486119999999999,0.8464850259379177,0.326
open_book_qa,Setup B (Imbalanced),White Box,LR-G,11,0.849244,0.8397113082712692,0.328
open_book_qa,Setup A (Balanced),White Box,LR-G,13,0.8987479999999999,0.8977333493390794,0.64
open_book_qa,Setup B (Imbalanced),White Box,LR-G,13,0.900216,0.8972729011094612,0.666
open_book_qa,Setup A (Balanced),White Box,LR-G,15,0.9170520000000001,0.9179813538586477,0.696
open_book_qa,Setup B (Imbalanced),White Box,LR-G,15,0.9264159999999999,0.9271749171579058,0.764
open_book_qa,Setup A (Balanced),White Box,LR-G,17,0.9320200000000001,0.930877997696222,0.794
open_book_qa,Setup B (Imbalanced),White Box,LR-G,17,0.9302400000000001,0.9300493913436728,0.784
open_book_qa,Setup A (Balanced),White Box,LR-G,19,0.927,0.925255036403974,0.75
open_book_qa,Setup B (Imbalanced),White Box,LR-G,19,0.926028,0.9256810599390929,0.774
open_book_qa,Setup A (Balanced),White Box,LR-G,21,0.919368,0.9160128396587879,0.712
open_book_qa,Setup B (Imbalanced),White Box,LR-G,21,0.9155840000000001,0.9155532013765445,0.69
open_book_qa,Setup A (Balanced),White Box,LR-G,23,0.9131639999999999,0.9089440122925142,0.694
open_book_qa,Setup B (Imbalanced),White Box,LR-G,23,0.9100079999999999,0.9097944000654838,0.67
open_book_qa,Setup A (Balanced),White Box,LR-G,25,0.911416,0.9068631488986851,0.71
open_book_qa,Setup B (Imbalanced),White Box,LR-G,25,0.905556,0.9048934430965005,0.656
open_book_qa,Setup A (Balanced),White Box,LR-G,27,0.908368,0.9022772931540666,0.69
open_book_qa,Setup B (Imbalanced),White Box,LR-G,27,0.894924,0.8927037327865787,0.604
open_book_qa,Setup A (Balanced),White Box,LR-G,29,0.8989359999999998,0.8933976981987874,0.68
open_book_qa,Setup B (Imbalanced),White Box,LR-G,29,0.8870879999999999,0.8854276479048365,0.58
open_book_qa,Setup A (Balanced),White Box,LR-G,31,0.8951279999999999,0.8906947697172849,0.63
open_book_qa,Setup B (Imbalanced),White Box,LR-G,31,0.880672,0.877806592892799,0.554
race,Setup A (Balanced),Black Box,BB,N/A,0.746946,0.7206421282579267,0.02
race,Setup B (Imbalanced),Black Box,BB,N/A,0.741634,0.719318083141231,0.022
race,Setup A (Balanced),White Box,LR,1,0.545646,0.552528960811387,0.004
race,Setup B (Imbalanced),White Box,LR,1,0.5165259999999999,0.5158604228553948,0.004
race,Setup A (Balanced),White Box,LR,3,0.5750299999999999,0.5765453098205116,0.002
race,Setup B (Imbalanced),White Box,LR,3,0.5376019999999999,0.5281946061714198,0.0
race,Setup A (Balanced),White Box,LR,5,0.612854,0.6072713462515069,0.01
race,Setup B (Imbalanced),White Box,LR,5,0.580878,0.5599437125586326,0.0
race,Setup A (Balanced),White Box,LR,7,0.6151059999999999,0.6081897554361759,0.006
race,Setup B (Imbalanced),White Box,LR,7,0.58091,0.5722993896234971,0.002
race,Setup A (Balanced),White Box,LR,9,0.6366499999999999,0.6247545023789529,0.008
race,Setup B (Imbalanced),White Box,LR,9,0.593126,0.5918481190892813,0.004
race,Setup A (Balanced),White Box,LR,11,0.669846,0.6556787895156483,0.02
race,Setup B (Imbalanced),White Box,LR,11,0.641246,0.625015713223426,0.002
race,Setup A (Balanced),White Box,LR,13,0.73383,0.7284864788933645,0.128
race,Setup B (Imbalanced),White Box,LR,13,0.7078580000000001,0.6886919356747496,0.036
race,Setup A (Balanced),White Box,LR,15,0.770142,0.7631208843954919,0.206
race,Setup B (Imbalanced),White Box,LR,15,0.7507699999999999,0.73692905830808,0.068
race,Setup A (Balanced),White Box,LR,17,0.800942,0.7892204027200411,0.236
race,Setup B (Imbalanced),White Box,LR,17,0.782694,0.7708605922458622,0.176
race,Setup A (Balanced),White Box,LR,19,0.797102,0.7765052480582564,0.124
race,Setup B (Imbalanced),White Box,LR,19,0.7766580000000001,0.7683090340701001,0.184
race,Setup A (Balanced),White Box,LR,21,0.7964019999999999,0.7718259120538761,0.074
race,Setup B (Imbalanced),White Box,LR,21,0.773886,0.7643707220406106,0.168
race,Setup A (Balanced),White Box,LR,23,0.79303,0.7637875216828287,0.036
race,Setup B (Imbalanced),White Box,LR,23,0.772798,0.7626232057206981,0.148
race,Setup A (Balanced),White Box,LR,25,0.7942859999999999,0.7607813235277026,0.108
race,Setup B (Imbalanced),White Box,LR,25,0.7692060000000001,0.7522666536259145,0.108
race,Setup A (Balanced),White Box,LR,27,0.7919139999999999,0.7614991987558533,0.084
race,Setup B (Imbalanced),White Box,LR,27,0.766986,0.7499885403916491,0.08
race,Setup A (Balanced),White Box,LR,29,0.7861060000000001,0.7590148653634161,0.006
race,Setup B (Imbalanced),White Box,LR,29,0.764114,0.7484103891280522,0.092
race,Setup A (Balanced),White Box,LR,31,0.774518,0.7439296019460874,0.046
race,Setup B (Imbalanced),White Box,LR,31,0.7555540000000001,0.7397331898072667,0.096
race,Setup A (Balanced),White Box,DIM,1,0.545378,0.5521848064427306,0.006
race,Setup B (Imbalanced),White Box,DIM,1,0.514044,0.5147747373633179,0.004
race,Setup A (Balanced),White Box,DIM,3,0.5541579999999999,0.5571421793330589,0.0
race,Setup B (Imbalanced),White Box,DIM,3,0.51733,0.5108887605330639,0.0
race,Setup A (Balanced),White Box,DIM,5,0.560198,0.5565045074661209,0.002
race,Setup B (Imbalanced),White Box,DIM,5,0.5364540000000001,0.5231976827136235,0.0
race,Setup A (Balanced),White Box,DIM,7,0.552926,0.5562754909562576,0.004
race,Setup B (Imbalanced),White Box,DIM,7,0.542594,0.5342382741590745,0.0
race,Setup A (Balanced),White Box,DIM,9,0.56487,0.5738174997671557,0.002
race,Setup B (Imbalanced),White Box,DIM,9,0.544462,0.5477092626305509,0.0
race,Setup A (Balanced),White Box,DIM,11,0.5769340000000001,0.5805902634881882,0.0
race,Setup B (Imbalanced),White Box,DIM,11,0.5642659999999999,0.5653417734102416,0.0
race,Setup A (Balanced),White Box,DIM,13,0.66079,0.6592611713124785,0.038
race,Setup B (Imbalanced),White Box,DIM,13,0.658802,0.6493683913924967,0.012
race,Setup A (Balanced),White Box,DIM,15,0.692078,0.6804489309787215,0.056
race,Setup B (Imbalanced),White Box,DIM,15,0.695382,0.6800183656595016,0.032
race,Setup A (Balanced),White Box,DIM,17,0.755522,0.7362748219342872,0.048
race,Setup B (Imbalanced),White Box,DIM,17,0.755562,0.7369302469028457,0.054
race,Setup A (Balanced),White Box,DIM,19,0.7578020000000001,0.7392005631877703,0.05
race,Setup B (Imbalanced),White Box,DIM,19,0.756874,0.7382208941601436,0.054
race,Setup A (Balanced),White Box,DIM,21,0.761138,0.744405025371857,0.062
race,Setup B (Imbalanced),White Box,DIM,21,0.76003,0.7419078738997393,0.054
race,Setup A (Balanced),White Box,DIM,23,0.761978,0.7470384228452405,0.064
